Distance,Diameter,Radius,FFR,text
17.953,2.88591,1.442955,,17.953 1.442955 0
17.9555,2.88594,1.44297,,17.9555 1.44297 0
17.9973,2.88656,1.44328,,17.9973 1.44328 0
18.0912,2.88821,1.444105,,18.0912 1.444105 0
18.1975,2.89714,1.44857,,18.1975 1.44857 0
18.3158,2.90464,1.45232,,18.3158 1.45232 0
18.3239,2.90542,1.45271,,18.3239 1.45271 0
18.4341,2.91593,1.457965,,18.4341 1.457965 0
18.497,2.92743,1.463715,,18.497 1.463715 0
18.4994,2.92798,1.46399,,18.4994 1.46399 0
18.5138,2.93025,1.465125,,18.5138 1.465125 0
18.6377,2.95077,1.475385,,18.6377 1.475385 0
18.6426,2.95159,1.475795,,18.6426 1.475795 0
18.722,2.96291,1.481455,,18.722 1.481455 0
18.746,2.96597,1.482985,,18.746 1.482985 0
18.747,2.96607,1.483035,,18.747 1.483035 0
18.7838,2.9682,1.4841,,18.7838 1.4841 0
18.8515,2.97267,1.486335,,18.8515 1.486335 0
18.874,2.97342,1.48671,,18.874 1.48671 0
18.9251,2.97632,1.48816,,18.9251 1.48816 0
18.9962,2.9832,1.4916,,18.9962 1.4916 0
18.9992,2.98339,1.491695,,18.9992 1.491695 0
19.0508,2.98645,1.493225,,19.0508 1.493225 0
19.1025,2.98914,1.49457,,19.1025 1.49457 0
19.1346,2.99008,1.49504,,19.1346 1.49504 0
19.1364,2.99007,1.495035,,19.1364 1.495035 0
19.1457,2.98972,1.49486,,19.1457 1.49486 0
19.2237,2.98503,1.492515,,19.2237 1.492515 0
19.3259,2.98197,1.490985,,19.3259 1.490985 0
19.4045,2.98436,1.49218,,19.4045 1.49218 0
19.4428,2.98626,1.49313,,19.4428 1.49313 0
19.4493,2.98628,1.49314,,19.4493 1.49314 0
19.5144,2.98624,1.49312,,19.5144 1.49312 0
19.5163,2.98621,1.493105,,19.5163 1.493105 0
19.5518,2.98566,1.49283,,19.5518 1.49283 0
19.6453,2.98503,1.492515,,19.6453 1.492515 0
19.6664,2.98439,1.492195,,19.6664 1.492195 0
19.7589,2.98239,1.491195,,19.7589 1.491195 0
19.759,2.98239,1.491195,,19.759 1.491195 0
